pollen_concentration,timestamp
1.1 2025-12-01 10:47:17.450846
0.8 2025-12-02 10:45:50.099431
5.9 2025-12-03 10:48:11.577195
2.6 2025-12-04 10:47:15.576889
1.3 2025-12-05 10:44:20.280435
1.3 2025-12-06 10:40:39.713656
1.6 2025-12-07 10:39:18.758551
1.6 2025-12-08 10:46:54.397054
1.6 2025-12-09 10:47:20.302700
1.6 2025-12-10 10:48:58.270297
1.6 2025-12-11 10:47:28.651585
1.6 2025-12-12 10:46:09.708863
1.6 2025-12-13 10:41:30.280504
1.6 2025-12-14 10:41:51.950910
0.1 2025-12-15 10:50:30.436051
1.3 2025-12-16 10:47:54.305111
6.1 2025-12-17 10:47:39.868060
0.3 2025-12-18 10:46:33.912648
0.3 2025-12-19 10:45:28.478415
